timestamp,linear_speed,angular_speed,distance_front,distance_left,distance_right
1782399317.948,0.150,0.000,1.897,1.840,1.824
1782399318.047,0.150,0.000,1.897,1.840,1.824
1782399318.148,0.150,0.000,1.877,1.842,1.836
1782399318.247,0.150,0.000,1.877,1.842,1.836
1782399318.347,0.150,0.000,1.843,1.841,1.839
1782399318.447,0.150,0.000,1.843,1.841,1.839
1782399318.547,0.150,0.000,1.811,1.841,1.835
1782399318.647,0.150,0.000,1.811,1.841,1.835
1782399318.748,0.150,0.000,1.779,1.835,1.832
1782399318.847,0.150,0.000,1.779,1.835,1.832
1782399318.948,0.150,0.000,1.752,1.834,1.835
1782399319.048,0.150,0.000,1.752,1.834,1.835
1782399319.148,0.150,0.000,1.732,1.832,1.833
1782399319.247,0.150,0.000,1.732,1.832,1.833
1782399319.347,0.150,0.000,1.695,1.838,1.839
1782399319.447,0.150,0.000,1.695,1.838,1.839
1782399319.548,0.150,0.000,1.653,1.831,1.843
1782399319.647,0.150,0.000,1.653,1.831,1.843
1782399319.748,0.150,0.000,1.634,1.841,1.843
1782399319.848,0.150,0.000,1.634,1.841,1.843
1782399319.948,0.150,0.000,1.598,1.837,1.841
1782399320.047,0.150,0.000,1.598,1.837,1.841
1782399320.148,0.150,0.000,1.568,1.834,1.837
1782399320.248,0.150,0.000,1.568,1.834,1.837
1782399320.347,0.150,0.000,1.535,1.842,1.840
1782399320.447,0.150,0.000,1.535,1.842,1.840
1782399320.547,0.150,0.000,1.509,1.844,1.838
1782399320.647,0.150,0.000,1.509,1.844,1.838
1782399320.748,0.150,0.000,1.493,1.840,1.836
1782399320.848,0.150,0.000,1.493,1.840,1.836
1782399320.947,0.150,0.000,1.457,1.834,1.841
1782399321.048,0.150,0.000,1.457,1.834,1.841
1782399321.147,0.150,0.000,1.423,1.830,1.836
1782399321.247,0.150,0.000,1.423,1.830,1.836
1782399321.348,0.150,0.000,1.385,1.839,1.835
1782399321.447,0.150,0.000,1.385,1.839,1.835
1782399321.547,0.150,0.000,1.372,1.840,1.846
1782399321.648,0.150,0.000,1.372,1.840,1.846
1782399321.747,0.150,0.000,1.332,1.833,1.833
1782399321.847,0.150,0.000,1.332,1.833,1.833
1782399321.948,0.150,0.000,1.302,1.820,1.829
1782399322.047,0.150,0.000,1.302,1.820,1.829
1782399322.147,0.150,0.000,1.302,1.820,1.829
1782399322.247,0.150,0.000,1.274,1.834,1.843
1782399322.347,0.150,0.000,1.274,1.834,1.843
1782399322.448,0.150,0.000,1.252,1.818,1.838
1782399322.547,0.150,0.000,1.252,1.818,1.838
1782399322.648,0.150,0.000,1.218,1.839,1.837
1782399322.748,0.150,0.000,1.218,1.839,1.837
1782399322.848,0.150,0.000,1.189,1.843,1.844
1782399322.948,0.150,0.000,1.189,1.843,1.844
1782399323.048,0.150,0.000,1.152,1.839,1.843
1782399323.147,0.150,0.000,1.152,1.839,1.843
1782399323.248,0.150,0.000,1.129,1.835,1.835
1782399323.347,0.150,0.000,1.129,1.835,1.835
1782399323.447,0.150,0.000,1.104,1.830,1.837
1782399323.547,0.150,0.000,1.104,1.830,1.837
1782399323.648,0.150,0.000,1.066,1.842,1.842
1782399323.747,0.150,0.000,1.066,1.842,1.842
1782399323.848,0.150,0.000,1.037,1.831,1.830
1782399323.947,0.150,0.000,1.037,1.831,1.830
1782399324.047,0.150,0.000,1.001,1.842,1.841
1782399324.147,0.150,0.000,1.001,1.842,1.841
1782399324.248,0.150,0.000,0.969,1.835,1.826
1782399324.348,0.150,0.000,0.969,1.835,1.826
1782399324.448,0.150,0.000,0.949,1.843,1.838
1782399324.547,0.150,0.000,0.949,1.843,1.838
1782399324.647,0.150,0.000,0.918,1.842,1.833
1782399324.748,0.150,0.000,0.918,1.842,1.833
1782399324.848,0.150,0.000,0.868,1.842,1.837
1782399324.948,0.150,0.000,0.868,1.842,1.837
1782399325.048,0.150,0.000,0.841,1.840,1.841
1782399325.147,0.150,0.000,0.841,1.840,1.841
1782399325.248,0.150,0.000,0.826,1.846,1.836
1782399325.347,0.150,0.000,0.826,1.846,1.836
1782399325.447,0.150,0.000,0.796,1.841,1.839
1782399325.547,0.150,0.000,0.796,1.841,1.839
1782399325.648,0.150,0.000,0.752,1.833,1.845
1782399325.747,0.150,0.000,0.752,1.833,1.845
1782399325.847,0.150,0.000,0.728,1.842,1.837
1782399325.947,0.150,0.000,0.728,1.842,1.837
1782399326.048,0.150,0.000,0.702,1.843,1.846
1782399326.147,0.150,0.000,0.702,1.843,1.846
1782399326.247,0.150,0.000,0.673,1.832,1.828
1782399326.347,0.150,0.000,0.673,1.832,1.828
1782399326.447,0.150,0.000,0.644,1.824,1.832
1782399326.547,0.150,0.000,0.644,1.824,1.832
1782399326.648,0.150,0.000,0.619,1.841,1.846
1782399326.747,0.150,0.000,0.619,1.841,1.846
1782399326.848,0.150,0.000,0.568,1.835,1.835
1782399326.947,0.150,0.000,0.568,1.835,1.835
1782399327.048,0.150,0.000,0.559,1.844,1.832
1782399327.147,0.150,0.000,0.559,1.844,1.832
1782399327.248,0.150,0.000,0.518,1.843,1.839
1782399327.347,0.150,0.000,0.518,1.843,1.839
1782399327.447,0.150,0.000,0.518,1.843,1.839
