timestamp,linear_speed,angular_speed,distance_front,distance_left,distance_right
0.400,0.150,0.000,3.500,1.730,0.878
0.500,0.150,-0.300,3.500,1.730,0.878
0.600,0.150,-0.300,3.500,1.782,0.895
0.700,0.150,-0.300,3.500,1.782,0.895
0.800,0.150,-0.300,3.500,1.997,0.871
0.900,0.150,-0.300,3.500,1.997,0.871
1.000,0.150,-0.300,2.995,2.278,0.846
1.100,0.150,-0.300,2.995,2.278,0.846
1.201,0.150,-0.300,1.929,2.505,0.815
1.300,0.150,-0.300,1.929,2.505,0.815
1.401,0.150,-0.300,1.860,2.521,0.816
1.500,0.150,-0.300,1.860,2.521,0.816
1.600,0.150,-0.300,1.830,1.690,0.807
1.700,0.150,-0.300,1.830,1.690,0.807
1.800,0.150,-0.300,1.782,1.638,0.818
1.900,0.150,-0.300,1.782,1.638,0.818
2.002,0.150,-0.300,1.789,1.605,0.788
2.100,0.150,-0.300,1.789,1.605,0.788
2.200,0.150,-0.300,0.793,1.608,0.804
2.300,0.150,-0.300,0.793,1.608,0.804
2.401,0.150,-0.300,0.745,1.683,0.784
2.501,0.150,-0.300,0.745,1.683,0.784
2.600,0.150,-0.300,0.702,0.819,0.789
2.700,0.150,-0.300,0.702,0.819,0.789
2.800,0.150,-0.300,0.651,0.701,0.803
2.901,0.150,-0.300,0.651,0.701,0.803
3.001,0.150,-0.300,0.624,0.680,0.795
3.100,0.150,-0.300,0.624,0.680,0.795
3.200,0.150,-0.300,0.589,0.669,0.797
3.300,0.150,-0.300,0.589,0.669,0.797
3.400,0.150,-0.300,0.580,0.675,0.800
3.500,0.150,-0.300,0.580,0.675,0.800
3.600,0.150,-0.300,0.568,0.716,0.807
3.700,0.150,-0.300,0.568,0.716,0.807
3.800,0.150,-0.300,0.561,3.074,0.797
3.900,0.150,-0.300,0.561,3.074,0.797
4.000,0.150,-0.300,0.576,1.616,0.811
4.100,0.000,0.500,0.576,1.616,0.811
4.200,0.000,0.500,2.007,1.564,0.809
4.300,0.000,0.500,2.007,1.564,0.809
4.400,0.000,0.500,2.031,1.570,0.801
4.500,0.000,0.500,2.031,1.570,0.801
4.600,0.000,0.500,0.493,3.083,0.796
4.700,0.000,0.500,0.493,3.083,0.796
4.800,0.000,0.500,0.449,2.353,0.809
4.900,0.000,0.500,0.449,2.353,0.809
5.000,0.000,0.500,0.446,0.746,0.811
5.100,0.000,0.500,0.446,0.746,0.811
5.200,0.000,0.500,0.435,0.719,0.821
5.300,0.000,0.500,0.435,0.719,0.821
5.400,0.000,0.500,0.447,0.729,0.862
5.500,0.000,0.500,0.447,0.729,0.862
5.600,0.000,0.500,0.457,0.742,0.896
5.700,0.000,0.500,0.457,0.742,0.896
5.800,0.000,0.500,0.492,0.806,0.950
5.900,0.000,0.500,0.492,0.806,0.950
6.000,0.000,0.500,1.485,1.760,1.010
6.100,0.000,0.500,1.485,1.760,1.010
6.200,0.000,0.500,1.469,1.788,1.080
6.300,0.000,0.500,1.469,1.788,1.080
6.400,0.000,0.500,1.538,2.757,1.217
6.501,0.150,0.000,1.538,2.757,1.217
6.601,0.150,0.000,3.500,2.636,1.220
6.700,0.150,0.000,3.500,2.636,1.220
6.800,0.150,0.000,3.500,2.597,1.205
6.900,0.150,0.000,3.500,2.597,1.205
7.000,0.150,0.000,3.500,2.556,1.209
7.101,0.150,0.000,3.500,2.556,1.209
7.200,0.150,0.000,3.500,2.585,1.211
7.300,0.150,0.000,3.500,2.585,1.211
7.400,0.150,0.000,3.500,2.628,1.205
7.500,0.150,0.000,3.500,2.628,1.205
7.600,0.150,0.000,3.500,2.685,1.219
7.700,0.150,0.000,3.500,2.685,1.219
7.800,0.150,0.000,3.500,2.706,1.224
7.900,0.150,0.000,3.500,2.706,1.224
8.000,0.150,0.000,3.500,2.736,1.221
8.100,0.000,0.500,3.500,2.736,1.221
8.200,0.000,0.500,3.500,2.760,1.236
8.301,0.000,0.500,3.500,2.760,1.236
8.400,0.000,0.500,2.428,1.756,1.221
8.500,0.000,0.500,2.428,1.756,1.221
8.600,0.000,0.500,3.500,1.767,1.227
8.700,0.000,0.500,3.500,1.767,1.227
8.800,0.000,0.500,3.500,2.681,1.312
8.900,0.000,0.500,3.500,2.681,1.312
9.000,0.000,0.500,2.426,2.415,0.378
9.100,0.000,0.500,2.426,2.415,0.378
9.200,0.000,0.500,2.407,2.243,0.280
9.300,0.000,0.500,2.407,2.243,0.280
9.401,0.000,0.500,1.422,2.066,0.271
9.500,0.000,0.500,1.422,2.066,0.271
9.600,0.000,0.500,1.412,1.969,0.219
9.700,0.000,0.500,1.412,1.969,0.219
9.800,0.000,0.500,1.398,1.893,0.222
9.900,0.150,0.000,1.398,1.893,0.222
10.000,0.150,0.000,2.944,1.850,0.215
10.100,0.150,0.000,2.944,1.850,0.215
10.200,0.150,0.000,2.219,1.803,0.214
10.300,0.150,0.300,2.219,1.803,0.214
10.401,0.150,0.300,2.147,1.797,0.225
10.501,0.150,0.000,2.147,1.797,0.225
10.600,0.150,0.000,2.093,1.799,0.252
10.700,0.150,0.000,2.093,1.799,0.252
10.800,0.150,0.000,2.079,1.809,0.329
10.900,0.150,0.000,2.079,1.809,0.329
11.000,0.150,0.000,2.053,1.824,2.633
