timestamp,linear_speed,angular_speed,distance_front,distance_left,distance_right
0.304,0.150,0.000,0.000,0.000,0.000
0.304,0.150,0.000,0.000,0.000,0.000
0.405,0.150,0.000,0.000,0.000,0.000
0.504,0.150,0.000,0.000,0.000,0.000
0.607,0.150,0.042,1.820,3.500,3.500
0.707,0.150,0.042,1.820,3.500,3.500
0.804,0.150,-0.042,1.797,3.500,3.500
0.907,0.150,-0.042,1.797,3.500,3.500
1.003,0.150,-0.042,1.742,3.500,3.500
1.104,0.150,0.000,1.742,3.500,3.500
1.206,0.150,0.000,1.723,3.500,3.500
1.304,0.150,0.042,1.723,3.500,3.500
1.407,0.150,0.042,1.688,3.500,3.500
1.505,0.150,0.000,1.688,3.500,3.500
1.605,0.150,0.000,1.658,3.500,3.500
1.705,0.150,0.000,1.658,3.500,3.500
1.804,0.150,0.000,1.640,3.500,3.500
1.905,0.150,-0.063,1.640,3.500,3.500
2.004,0.150,-0.063,1.607,3.500,3.500
2.104,0.150,-0.021,1.607,3.500,3.500
2.206,0.150,-0.021,1.586,3.500,3.500
2.304,0.150,-0.042,1.586,3.500,3.500
2.401,0.150,-0.042,1.546,3.500,3.500
2.505,0.150,-0.084,1.546,3.500,3.500
2.605,0.150,-0.084,1.507,3.500,3.500
2.705,0.150,0.000,1.507,3.500,3.500
2.805,0.150,0.000,1.484,3.500,3.500
2.905,0.150,-0.021,1.484,3.500,3.500
3.008,0.150,0.063,1.455,3.500,3.500
3.106,0.150,0.063,1.455,3.500,3.500
3.204,0.150,0.063,1.426,3.500,3.500
3.305,0.150,0.042,1.426,3.500,3.500
3.406,0.150,0.042,1.398,3.500,3.500
3.504,0.150,0.042,1.398,3.500,3.500
3.606,0.150,0.042,1.394,3.500,3.500
3.704,0.150,0.042,1.394,3.500,3.500
3.805,0.150,0.042,1.345,3.500,3.500
3.908,0.150,0.042,1.345,3.500,3.500
4.005,0.150,0.042,1.316,3.500,3.500
4.104,0.150,-0.147,1.316,3.500,3.500
4.204,0.150,-0.147,1.261,3.500,3.500
4.305,0.150,-0.021,1.261,3.500,3.500
4.404,0.150,-0.021,1.243,3.500,3.500
4.507,0.150,0.210,1.243,3.500,3.500
4.607,0.150,0.210,1.227,3.500,3.500
4.706,0.150,-0.042,1.227,3.500,3.500
4.812,0.150,-0.042,1.183,3.500,3.500
4.907,0.150,0.021,1.183,3.500,3.500
5.006,0.150,0.021,1.189,3.500,3.500
5.116,0.150,-0.168,1.189,3.500,3.500
5.204,0.150,-0.168,1.129,3.500,3.500
5.305,0.150,-0.042,1.129,3.500,3.500
5.408,0.150,-0.042,1.089,3.500,3.500
5.504,0.150,-0.084,1.089,3.500,3.500
5.605,0.150,-0.084,1.075,3.500,3.500
5.706,0.150,0.042,1.075,3.500,3.500
5.806,0.150,0.042,1.043,3.500,3.500
5.906,0.150,0.063,1.043,3.500,3.500
6.005,0.150,0.063,1.030,3.500,3.500
6.105,0.150,0.021,1.030,3.500,3.500
6.205,0.150,0.021,0.977,3.500,3.500
6.306,0.150,0.147,0.977,3.500,3.500
6.404,0.150,0.147,0.957,3.500,3.500
6.506,0.150,-0.168,0.957,3.500,3.500
6.605,0.150,0.021,0.932,3.500,3.500
6.705,0.150,0.021,0.932,3.500,3.500
6.805,0.150,0.021,0.900,3.500,3.500
6.905,0.150,0.210,0.900,3.500,3.500
7.006,0.150,0.210,0.887,3.500,3.500
