timestamp,linear_speed,angular_speed,distance_front,distance_left,distance_right
1782323186.648,0.000,0.000,0.000,0.000,0.000
1782323186.749,0.150,-0.300,0.000,0.000,0.000
1782323186.848,0.150,-0.300,0.000,0.000,0.000
1782323186.948,0.150,-0.300,0.000,0.000,0.000
1782323187.048,0.150,-0.300,0.000,0.000,0.000
1782323187.148,0.150,-0.300,0.000,0.000,0.000
1782323187.248,0.150,-0.300,0.000,0.000,0.000
1782323187.348,0.150,-0.300,0.000,0.000,0.000
1782323187.448,0.150,-0.300,0.000,0.000,0.000
1782323187.548,0.150,-0.300,0.000,0.000,0.000
1782323187.648,0.150,-0.300,0.000,0.000,0.000
1782323187.748,0.150,-0.300,0.000,0.000,0.000
1782323187.848,0.150,-0.300,0.000,0.000,0.000
1782323187.948,0.150,-0.300,0.000,0.000,0.000
1782323188.048,0.150,-0.300,0.000,0.000,0.000
1782323188.148,0.150,-0.300,0.000,0.000,0.000
1782323188.248,0.150,-0.300,0.000,0.000,0.000
1782323188.348,0.150,-0.300,0.000,0.000,0.000
1782323188.448,0.150,-0.300,0.000,0.000,0.000
1782323188.548,0.150,-0.300,0.000,0.000,0.000
1782323188.648,0.150,-0.300,0.000,0.000,0.000
1782323188.748,0.150,-0.300,0.000,0.000,0.000
1782323188.848,0.150,-0.300,0.000,0.000,0.000
1782323188.948,0.150,-0.300,0.000,0.000,0.000
1782323189.048,0.150,-0.300,0.000,0.000,0.000
1782323189.148,0.150,-0.300,0.000,0.000,0.000
1782323189.249,0.150,-0.300,0.000,0.000,0.000
1782323189.348,0.150,-0.300,0.000,0.000,0.000
1782323189.448,0.150,-0.300,0.000,0.000,0.000
1782323189.548,0.150,-0.300,0.000,0.000,0.000
1782323189.648,0.150,-0.300,0.000,0.000,0.000
1782323189.748,0.150,-0.300,0.000,0.000,0.000
1782323189.848,0.150,-0.300,0.000,0.000,0.000
1782323189.948,0.150,-0.300,0.000,0.000,0.000
1782323190.049,0.150,-0.300,0.000,0.000,0.000
1782323190.149,0.150,-0.300,0.000,0.000,0.000
1782323190.249,0.150,-0.300,0.000,0.000,0.000
1782323190.349,0.150,-0.300,0.000,0.000,0.000
1782323190.449,0.150,-0.300,0.000,0.000,0.000
1782323190.549,0.150,-0.300,0.000,0.000,0.000
1782323190.649,0.150,-0.300,0.000,0.000,0.000
1782323190.749,0.150,-0.300,0.000,0.000,0.000
1782323190.849,0.150,-0.300,0.000,0.000,0.000
1782323190.949,0.150,-0.300,0.000,0.000,0.000
1782323191.048,0.150,-0.300,0.000,0.000,0.000
1782323191.149,0.150,-0.300,0.000,0.000,0.000
1782323191.249,0.150,-0.300,0.000,0.000,0.000
1782323191.348,0.150,-0.300,0.000,0.000,0.000
1782323191.448,0.150,-0.300,0.000,0.000,0.000
1782323191.548,0.150,-0.300,0.000,0.000,0.000
1782323191.648,0.150,-0.300,0.000,0.000,0.000
1782323191.748,0.150,-0.300,0.000,0.000,0.000
1782323191.849,0.150,-0.300,0.000,0.000,0.000
1782323191.948,0.150,-0.300,1.899,1.835,1.831
1782323191.356,0.150,-0.300,1.899,1.835,1.831
1782323191.456,0.150,-0.300,1.899,1.835,1.831
1782323191.556,0.150,-0.300,1.899,1.835,1.831
1782323191.656,0.150,-0.300,1.899,1.835,1.831
1782323191.756,0.150,-0.300,1.899,1.835,1.831
1782323191.856,0.150,-0.300,1.899,1.835,1.831
1782323191.956,0.150,-0.300,1.899,1.835,1.831
1782323192.056,0.150,-0.300,1.899,1.835,1.831
1782323192.157,0.150,-0.300,1.875,1.835,1.836
1782323192.256,0.150,-0.300,1.875,1.835,1.836
1782323192.356,0.150,-0.300,1.843,1.840,1.845
1782323192.456,0.150,-0.300,1.843,1.840,1.845
1782323192.556,0.150,-0.300,1.825,1.845,1.851
1782323192.656,0.150,-0.300,1.825,1.845,1.851
1782323192.756,0.150,-0.300,1.803,1.858,1.867
1782323192.856,0.150,-0.300,1.803,1.858,1.867
1782323192.956,0.150,-0.300,1.777,1.880,1.862
1782323193.057,0.150,-0.300,1.777,1.880,1.862
1782323193.156,0.150,-0.300,1.784,1.915,1.904
1782323193.256,0.150,-0.300,1.784,1.915,1.904
1782323193.356,0.150,-0.300,1.768,1.947,1.929
1782323193.456,0.150,-0.300,1.768,1.947,1.929
1782323193.556,0.150,-0.300,1.773,2.007,1.956
1782323193.656,0.150,-0.300,1.773,2.007,1.956
1782323193.756,0.150,-0.300,1.799,2.065,1.982
1782323193.856,0.150,-0.300,1.799,2.065,1.982
1782323193.956,0.150,-0.300,1.844,2.136,2.036
1782323194.056,0.150,-0.300,1.844,2.136,2.036
1782323194.156,0.150,-0.300,1.844,2.136,2.036
1782323194.256,0.150,-0.300,1.861,2.222,2.101
1782323194.356,0.150,-0.300,1.861,2.222,2.101
1782323194.456,0.150,-0.300,1.890,2.238,2.152
1782323194.557,0.150,-0.300,1.890,2.238,2.152
1782323194.656,0.150,-0.300,1.950,2.083,2.233
1782323194.756,0.150,-0.300,1.950,2.083,2.233
1782323194.856,0.150,-0.300,2.024,1.915,2.315
1782323194.956,0.150,-0.300,2.024,1.915,2.315
1782323195.056,0.150,-0.300,2.109,1.813,2.425
1782323195.156,0.150,-0.300,2.109,1.813,2.425
1782323195.256,0.150,-0.300,2.019,1.728,2.560
1782323195.356,0.150,-0.300,2.019,1.728,2.560
1782323195.457,0.150,-0.300,1.913,1.657,2.563
1782323195.556,0.150,-0.300,1.913,1.657,2.563
1782323195.656,0.150,-0.300,1.859,1.578,2.512
1782323195.756,0.150,-0.300,1.859,1.578,2.512
1782323195.856,0.150,-0.300,1.755,1.511,2.479
1782323195.956,0.150,-0.300,1.755,1.511,2.479
1782323196.057,0.150,-0.300,1.686,1.463,2.425
1782323196.156,0.150,-0.300,1.686,1.463,2.425
1782323196.256,0.150,-0.300,1.621,1.419,2.410
1782323196.356,0.150,-0.300,1.621,1.419,2.410
1782323196.456,0.150,-0.300,1.588,1.376,2.373
1782323196.556,0.150,-0.300,1.588,1.376,2.373
1782323196.657,0.150,-0.300,1.518,1.369,2.361
1782323196.756,0.150,-0.300,1.518,1.369,2.361
1782323196.856,0.150,-0.300,1.494,1.332,2.365
1782323196.956,0.150,-0.300,1.494,1.332,2.365
1782323197.056,0.150,-0.300,1.448,1.319,2.354
1782323197.156,0.150,-0.300,1.448,1.319,2.354
1782323197.257,0.150,-0.300,1.413,1.317,2.347
1782323197.356,0.150,-0.300,1.413,1.317,2.347
1782323197.456,0.150,-0.300,1.385,1.316,2.363
1782323197.556,0.150,-0.300,1.385,1.316,2.363
1782323197.656,0.150,-0.300,1.355,1.309,2.362
1782323197.756,0.150,-0.300,1.355,1.309,2.362
1782323197.856,0.150,-0.300,1.330,1.321,2.367
1782323197.956,0.150,-0.300,1.330,1.321,2.367
1782323198.057,0.150,-0.300,1.310,1.321,2.384
1782323198.156,0.150,-0.300,1.310,1.321,2.384
1782323198.256,0.150,-0.300,1.284,1.342,2.411
1782323198.356,0.150,-0.300,1.284,1.342,2.411
1782323198.456,0.150,-0.300,1.275,1.350,2.434
